Folder,R2_Score,Pearson_Correlation,Spearman_Correlation,Mean_square_error,Cross_Validation_score
25k,0.8450242512721663,0.9194952037307501,0.8773229520257965,1.169611251509333,[0.83621086 0.84841035 0.83119065 0.83730051 0.83628341]
