Folder,R2_Score,Pearson_Correlation,Spearman_Correlation,Mean_square_error,Cross_Validation_score
75k,0.8626662680966747,0.9289435007373166,0.9197470954367738,1.521737662534441,[0.86154404 0.86548994 0.86068839 0.86481344 0.86223262]
