Folder,R2_Score,Pearson_Correlation,Spearman_Correlation,Mean_square_error,Cross_Validation_score
train_50k_full,0.8256204564206969,0.9089952721542665,0.8914393567350885,2.3471534925201327,[0.83163558 0.83038215 0.82040048 0.81791553 0.82955067]
