Folder,R2_Score,Pearson_Correlation,Spearman_Correlation,Mean_square_error,Cross_Validation_score
100k,0.8820098316922517,0.9392893163577363,0.9334440747110602,1.306904601992233,[0.8788952  0.87382176 0.88436268 0.87598677 0.8714277 ]
