Folder,R2_Score,Pearson_Correlation,Spearman_Correlation,Mean_square_error,Mean_absolute_error,Mean ratio,Variance ratio
./non_eq_tes/,0.8344043631132481,0.9317403928335786,0.9384045623083052,101787.07882680983,140.32585958229373,1.3541385007160238,1.4932289394763627
./eq_tes/,0.664963593196181,0.8790247677361931,0.8675596301785419,40092.63849642934,92.34428340257396,1.9301594380362177,16.515498085949158
./gene_conversion_eq/,0.49920531616980235,0.9034939782925708,0.907648847590339,33183.380352615255,94.97243275856754,0.8303672579848498,2.1386355565374573
./pop_split/,0.6490935813443528,0.8698860213731924,0.8638008575702578,32460.070651789007,98.96504454363185,1.2336612937870843,3.533633295658966
