Folder,R2_Score,Pearson_Correlation,Spearman_Correlation,Mean_square_error,Cross_Validation_score
50k,0.8832381466511828,0.939981085898405,0.9039187611731235,1.0058363887013664,[0.88981743 0.88150567 0.88551092 0.89203098 0.88945003]
