Folder,R2_Score,Pearson_Correlation,Spearman_Correlation,Mean_square_error,Cross_Validation_score
75k,0.8902180759667694,0.943611983361158,0.9263551122528758,0.9846247714398917,[0.88622694 0.8943733  0.89459764 0.89388049 0.89212886]
