Folder,R2_Score,Pearson_Correlation,Spearman_Correlation,Mean_square_error,Mean_absolute_error,Mean ratio,Variance ratio
./non_eq_tes/,0.5225748216592497,0.8398628057495978,0.837502604347524,-33.72363195533056,-17.53899987850987,2.386233158502118,9.602311903339295
./eq_tes/,0.6854178727186371,0.8800925591976816,0.8702270991041043,-34.050149009121576,-17.80058597924746,1.8461932555314882,9.132363002413518
./gene_conversion_eq/,0.6712269870959517,0.8888780733519538,0.882859920827835,-34.468908066244815,-17.986098567703518,1.3826723607672904,3.2727388839742155
./pop_split/,0.6889183902033653,0.8527557705651587,0.837808181123689,-34.50431796083025,-17.920928370119654,1.710404057181416,6.645139641553515
