Folder,R2_Score,Pearson_Correlation,Spearman_Correlation,Mean_square_error,Cross_Validation_score
50k,0.836212683987727,0.914567026851334,0.8947776976437769,2.203389841491197,[0.82912134 0.81396828 0.82636692 0.81862957 0.83896574]
