Folder,R2_Score,Pearson_Correlation,Spearman_Correlation,Mean_square_error,Cross_Validation_score
10k,0.6184554120582206,0.7885196915256918,0.7611729342932335,4.3106013867619675,[0.60682952 0.61909913 0.6275181  0.60694292 0.59828493]
