Folder,R2_Score,Pearson_Correlation,Spearman_Correlation,Mean_square_error,Cross_Validation_score
train_50k_full,0.8937733388052828,0.9455044959013946,0.9074977268088322,1.4208941301365625,[0.8952048  0.89032966 0.89585767 0.89488519 0.89487417]
