Folder,R2_Score,Pearson_Correlation,Spearman_Correlation,Mean_square_error,Cross_Validation_score
10k,0.6937563341794383,0.8348288814186624,0.7645771629248493,1.7514890772143894,[0.73003322 0.70730965 0.73074938 0.70189295 0.70447373]
