Folder,R2_Score,Pearson_Correlation,Spearman_Correlation,Mean_square_error,Cross_Validation_score
100k,0.8983069118589839,0.9477968796234253,0.9378575272058863,0.927883436785957,[0.89505627 0.90015594 0.89150145 0.90065636 0.90811429]
