Folder,R2_Score,Pearson_Correlation,Spearman_Correlation,Mean_square_error,Cross_Validation_score
25k,0.7827004056269449,0.8853842153291788,0.8622438295609572,2.448737614732667,[0.77046985 0.77083227 0.77132025 0.78176697 0.76663089]
